0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0
0,3,2,2,3,3,5,5,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,5,5,3,3,2,2,3,0
0,3,2,7,3,3,8,5,3,2,0,3,3,3,3,5,5,3,3,3,3,0,2,3,5,8,3,3,7,2,3,0
0,3,7,3,3,3,3,8,3,2,0,3,3,3,3,8,8,3,3,3,3,0,2,3,8,3,3,3,3,7,3,0
0,3,3,3,5,5,3,3,3,2,0,3,3,3,3,3,3,3,3,3,3,0,2,3,3,3,5,5,3,3,3,0
0,3,3,3,5,5,3,3,3,2,0,3,3,3,3,3,3,3,3,3,3,0,2,3,3,3,5,5,3,3,3,0
0,3,3,3,8,8,3,3,3,7,6,3,13,14,3,3,3,3,13,14,3,6,7,3,3,3,8,8,3,3,3,0
0,3,3,3,3,3,3,0,3,3,3,16,9,10,17,3,3,16,9,10,17,3,3,3,0,3,3,3,3,3,3,0
0,3,3,3,3,3,3,0,3,3,3,15,12,11,18,3,3,15,12,11,18,3,3,3,0,3,3,3,3,3,3,0
0,3,3,3,3,3,3,6,3,3,3,3,19,20,3,3,3,3,19,20,3,3,3,3,6,3,3,3,3,3,3,0
0,3,3,3,5,5,3,3,3,2,0,3,3,3,3,3,3,3,3,3,3,0,2,3,3,3,5,5,3,3,3,0
0,3,3,3,5,5,3,3,3,2,0,3,3,3,3,3,3,3,3,3,3,0,2,3,3,3,5,5,3,3,3,0
0,3,3,3,8,8,3,3,3,2,0,3,3,3,3,3,3,3,3,3,3,0,2,3,3,3,8,8,3,3,3,0
0,3,2,3,3,3,3,5,3,2,0,3,3,3,3,5,5,3,3,3,3,0,2,3,5,3,3,3,3,2,3,0
0,3,2,2,3,3,5,5,3,7,6,3,3,3,3,5,5,3,3,3,3,6,7,3,5,5,3,3,2,2,3,0
0,3,7,7,3,3,8,8,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,8,8,3,3,7,7,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
